id_detection,decision,n_votes,accord
pisc_a83d3ada71ac,non,2,1.00
pisc_a85542f18aa7,non,2,1.00
pisc_a874ad95b138,non,2,1.00
pisc_a8bd77720cf7,oui,2,1.00
pisc_a9140af50ef1,oui,2,1.00
pisc_a960ace42822,non,2,1.00
pisc_a9f019c16ad9,oui,2,1.00
pisc_aa6dfe193ded,non,2,1.00
pisc_aa73ff0c7b5b,non,2,1.00
pisc_abd3a91d4072,oui,2,1.00
pisc_ac121ef0fae8,non,2,1.00
pisc_ac440cd95a55,non,2,1.00
pisc_ac4e04e97d35,non,2,1.00
pisc_ac5ffaccb4e0,oui,2,1.00
pisc_ac93b2ae0802,non,2,1.00
pisc_acb247446b51,non,2,1.00
pisc_ad1f0d54b73b,non,2,1.00
pisc_add44f1f9a83,oui,2,1.00
pisc_af36bd7f9b98,non,2,1.00
pisc_af77698e53e8,non,2,1.00
pisc_b054120a77b3,non,2,1.00
pisc_b054a953422c,non,2,1.00
pisc_b09813f2e6de,non,2,1.00
pisc_b0a23e78dee3,non,2,1.00
pisc_b0b48004a130,non,2,1.00
pisc_b1170216998d,oui,2,1.00
pisc_b15110cc242c,non,2,1.00
pisc_b1718467df74,non,2,1.00
pisc_b21440276bc9,non,2,1.00
pisc_b23291f709b5,non,2,1.00
pisc_b2836a8a9f0b,non,2,1.00
pisc_b2a4f7f0fbf6,oui,2,1.00
pisc_b2b71baba9b2,non,2,1.00
pisc_b2bc2dbc3130,oui,2,1.00
pisc_b33096d40765,non,2,1.00
pisc_b3d194bb1a04,non,2,1.00
pisc_b3dfc50c7f3f,non,2,1.00
pisc_b3e8f13e3dc0,oui,2,1.00
pisc_b3f1b2fd6a46,non,2,1.00
pisc_b44ba93c19f5,non,2,1.00
pisc_b45b2dc2c2a8,oui,2,1.00
pisc_b4cc8f2218a8,non,2,1.00
pisc_b4d12ed2e58e,non,2,1.00
pisc_b4e37f964bac,non,2,1.00
pisc_b4e55562a111,oui,2,1.00
pisc_b507e8f84a86,non,2,1.00
pisc_b55822654509,non,2,1.00
pisc_b66455bf5bea,non,2,1.00
pisc_b6a178a8dbf2,non,2,1.00
pisc_b7001e75a5ad,non,2,1.00
pisc_b7b6f8c754f9,non,2,1.00
pisc_b89e3e7cea4e,non,2,1.00
pisc_b8abc3b9eb94,oui,2,1.00
pisc_b901d6ffee59,oui,2,1.00
pisc_b914e2fdc290,non,2,1.00
pisc_b941867ee89a,non,2,1.00
pisc_b95bbab342dc,non,2,1.00
pisc_b988558d46f8,non,2,1.00
pisc_b9a0e0613f51,non,2,1.00
pisc_b9a6b0edbdb5,non,2,1.00
pisc_b9fad02f73b4,non,2,1.00
pisc_ba89fbcc3e3e,non,2,1.00
pisc_baad0ef59ac9,non,2,1.00
pisc_bab85b93641e,non,2,1.00
pisc_badd18f05ba7,oui,2,1.00
pisc_baf7a6f05547,non,2,1.00
pisc_bafa291f02c6,incertain,2,0.50
pisc_bb14d21d9157,non,2,1.00
pisc_bb2a0b7a97e9,non,2,1.00
pisc_bb4a80a20794,non,2,1.00
pisc_bb8c8f1ee668,non,2,1.00
pisc_bbef1d5a5ac5,non,2,1.00
pisc_bca45a1c1b4a,oui,2,1.00
pisc_bcd15a3de3ad,non,2,1.00
pisc_bdab10ebdfac,oui,2,1.00
pisc_bdd1cf7bf521,non,2,1.00
pisc_be499d16c9f4,oui,2,1.00
pisc_be5705864f33,oui,2,1.00
pisc_bffa3e7281e7,oui,2,1.00
pisc_c0b1ab2acc9f,non,2,1.00
pisc_c0c9d980c102,non,2,1.00
pisc_c136228b562c,non,2,1.00
pisc_c19d815af99e,non,2,1.00
pisc_c1c3fa7046ac,non,2,1.00
pisc_c221ae903a82,non,2,1.00
pisc_c23d01d2d891,non,2,1.00
pisc_c23ff2d5d367,non,2,1.00
pisc_c386ca04c840,non,2,1.00
pisc_c420313a2e6a,non,2,1.00
pisc_c42a23ece5b3,non,2,1.00
pisc_c442279b8599,non,2,1.00
pisc_c47f30300caa,non,2,1.00
pisc_c4972602e3ca,oui,2,1.00
pisc_c4c5e0711240,non,2,1.00
pisc_c55ac8ecefd3,non,2,1.00
pisc_c5a710c19139,non,2,1.00
pisc_c5b86ade06a9,non,2,1.00
pisc_c6256c6b6f1f,non,2,1.00
pisc_c67afe174801,non,2,1.00
pisc_c6987ebad38c,non,2,1.00
pisc_c7512a36024b,non,2,1.00
pisc_c75ac566866b,non,2,1.00
pisc_c777990886f1,non,2,1.00
pisc_c77e47f91d95,non,2,1.00
pisc_c78f39ce2c9a,non,2,1.00
pisc_c7bc9dbcf7fc,non,2,1.00
pisc_c7e248a554e5,non,2,1.00
pisc_c7f0ce95000d,non,2,1.00
pisc_c7fd68bfee3d,non,2,1.00
pisc_c8233951bbe2,non,2,1.00
pisc_c85db82805c3,non,2,1.00
pisc_c94ed5e5067f,non,2,1.00
pisc_c963ed2b345e,non,2,1.00
pisc_c98b9e18a160,non,2,1.00
pisc_c9906587eaff,non,2,1.00
pisc_c9ba888219c4,oui,2,1.00
pisc_c9e604d199b9,non,2,1.00
pisc_ca0a214603b9,non,2,1.00
pisc_ca4288ca2d35,non,2,1.00
pisc_ca93cbac96af,non,2,1.00
pisc_caa812853b7b,oui,2,1.00
pisc_cb1922993865,non,2,1.00
pisc_cb4509109f40,non,2,1.00
pisc_cba4b7a4caf7,non,2,1.00
pisc_cbd1b031bcc9,non,2,1.00
pisc_cbda979077d5,non,2,1.00
pisc_ccbd66ca680e,non,2,1.00
pisc_ccff35777bba,oui,2,1.00
pisc_cd2b009d5c6e,non,2,1.00
pisc_cdde3cf65e92,oui,2,1.00
pisc_cdf1661a5aea,non,2,1.00
pisc_ce2fc1f6cb8e,non,2,1.00
pisc_ce68eef4f5a4,oui,2,1.00
pisc_cef325fda5af,non,2,1.00
pisc_cf64c6a2e5b3,oui,2,1.00
pisc_cfc832d3ecc5,non,2,1.00
pisc_d0126600ace1,oui,2,1.00
pisc_d054a0e15bbf,non,2,1.00
pisc_d0ad99fde05a,non,2,1.00
pisc_d0ba6c0412cd,non,2,1.00
pisc_d0e5d9e80e1c,non,2,1.00
pisc_d0f2ebd62a6b,oui,2,1.00
pisc_d148dbc1d313,oui,2,1.00
pisc_d19de93fe535,non,2,1.00
pisc_d1bb35ec6da7,non,2,1.00
pisc_d1cd2b11bdb6,oui,2,1.00
pisc_d20d98b3cddd,non,2,1.00
pisc_d22de1ec1c30,non,2,1.00
pisc_d2d0a5f93a94,non,2,1.00
pisc_d3113c7c28c5,non,2,1.00
pisc_d3b08e27e1cd,non,2,1.00
pisc_d3b346b315af,oui,2,1.00
pisc_d3cd249aee14,oui,2,1.00
pisc_d46f381fa561,oui,2,1.00
pisc_d4f2880b11b1,non,2,1.00
pisc_d521ccaddf5c,non,2,1.00
pisc_d58479d699ac,non,2,1.00
pisc_d6a1fded8b94,non,2,1.00
pisc_d71909d5b8e4,non,2,1.00
pisc_d813db76e8fd,non,2,1.00
pisc_d89a2e9d8dd2,non,2,1.00
pisc_d8a1c2311f88,non,2,1.00
pisc_d8b649b6ea01,non,2,1.00
pisc_d8e23627eb26,oui,2,1.00
pisc_d8f84dd09421,non,2,1.00
pisc_d98b32f4d34d,oui,2,1.00
pisc_d9a8e6decbf2,non,2,1.00
pisc_d9c010e31f62,non,2,1.00
pisc_da31ce7aef90,non,2,1.00
pisc_da4b917a7922,oui,2,1.00
pisc_dadcebd85edb,non,2,1.00
pisc_db09aa78af07,non,2,1.00
pisc_db626f2257c3,oui,2,1.00
pisc_dbe1a7adfed0,non,2,1.00
pisc_dbef6fae9964,oui,2,1.00
pisc_dc23413a9c88,oui,2,1.00
pisc_dc4cea212d34,non,2,1.00
pisc_dc81cf64c0e8,non,2,1.00
pisc_dcb3c5850692,non,2,1.00
pisc_dce8a316b0d6,oui,3,1.00
pisc_dcf14ce24127,non,2,1.00
pisc_dd19090e5e4d,non,2,1.00
pisc_dd4c05cf1da6,non,2,1.00
pisc_dd5e9a4e0c41,non,2,1.00
pisc_dd9384dd0445,non,2,1.00
pisc_dde5344799e5,oui,2,1.00
pisc_defce9bf3ec4,non,2,1.00
pisc_df22c92e2056,non,2,1.00
pisc_df580b64ed52,non,2,1.00
pisc_df778a3f6a3d,non,2,1.00
pisc_df86a0eaeeb4,non,2,1.00
pisc_dfa0ba1cf48f,non,2,1.00
pisc_dfebc9e472d3,non,2,1.00
pisc_e0054f2e2a02,non,2,1.00
pisc_e023bcd202d8,non,2,1.00
pisc_e08751e0bb23,non,2,1.00
pisc_e0ae07a97ba8,oui,2,1.00
pisc_e0b21351a1fe,non,2,1.00
pisc_e0fa749cb288,non,2,1.00
pisc_e136be83be85,non,2,1.00
pisc_e1391d816021,non,2,1.00
pisc_e14434e5316f,non,2,1.00
pisc_e1bf67af47b5,non,2,1.00
pisc_e207e7215fe8,non,2,1.00
pisc_e215c83b8d3a,oui,2,1.00
pisc_e21a2583542d,non,2,1.00
pisc_e28f8c546cda,non,2,1.00
pisc_e364c8d2376f,non,2,1.00
pisc_e36b69a4a99d,non,2,1.00
pisc_e3d301fa5898,oui,2,1.00
pisc_e3e535dd4db4,non,2,1.00
pisc_e465dfa16f71,non,2,1.00
pisc_e49dc811c44c,oui,2,1.00
pisc_e4e9d5a7279a,oui,2,1.00
pisc_e501aedee5f6,oui,2,1.00
pisc_e502a1adf6ee,oui,2,1.00
pisc_e51bcc8b0316,non,2,1.00
pisc_e55b6a1e5032,oui,2,1.00
pisc_e5b1ec4982a8,non,2,1.00
pisc_e5f2d326dc9c,non,2,1.00
pisc_e614160930e0,non,2,1.00
pisc_e6b8e6956137,non,2,1.00
pisc_e6c773962142,non,2,1.00
pisc_e6d02ffd6386,non,2,1.00
pisc_e702aa6fb3a2,non,2,1.00
pisc_e774f846b68c,non,2,1.00
pisc_e79d0f9e730b,non,2,1.00
pisc_e7e5757511ce,non,2,1.00
pisc_e846bd348b73,oui,2,1.00
pisc_e847a56f2891,non,2,1.00
pisc_e84e8a3f00c0,oui,2,1.00
pisc_e863ca300a24,non,2,1.00
pisc_e88ee1e23f75,non,2,1.00
pisc_e89670aa1288,non,2,1.00
pisc_e8a32763528e,non,2,1.00
pisc_e8c4c39635e7,non,2,1.00
pisc_e8c96503cf3a,non,2,1.00
pisc_e8f700c1193b,oui,2,1.00
pisc_e91d490ac614,non,2,1.00
pisc_e91f0d47f975,non,2,1.00
pisc_e9d7d66184eb,non,2,1.00
pisc_ea02874307c3,non,2,1.00
pisc_ea54fe8fc11c,non,2,1.00
pisc_ea697ff83315,non,2,1.00
pisc_ea6f09480a11,non,2,1.00
pisc_ea948a983d10,non,2,1.00
pisc_ea95e827e114,non,2,1.00
pisc_ea986fb9acce,non,2,1.00
pisc_eaa55628bb3a,non,2,1.00
pisc_eab640c58dda,non,2,1.00
pisc_eace69c9250f,non,2,1.00
pisc_eb8220bee8b1,non,2,1.00
pisc_ebaf90a8b2b3,non,2,1.00
pisc_ebdfba8ef7d9,non,2,1.00
pisc_ebf3bca84cfd,non,2,1.00
pisc_ec28599006f1,non,2,1.00
pisc_ecc74acf0d57,oui,2,1.00
pisc_ece0a59e0397,non,2,1.00
pisc_ed2bc3bee18a,oui,2,1.00
pisc_edd4b2c6bbf1,non,2,1.00
pisc_ede06221b436,non,2,1.00
pisc_ede16e3b5449,non,2,1.00
pisc_ee4cb2d56d8c,non,2,1.00
pisc_eeb3fce3357a,oui,2,1.00
pisc_eed5ed943a92,non,2,1.00
pisc_eee59b97300c,oui,2,1.00
pisc_eeffd5fd4c7f,non,2,1.00
pisc_ef0dc809c308,non,2,1.00
pisc_efbad18625db,oui,2,1.00
pisc_f03880695ac4,non,2,1.00
pisc_f1d94ce8f9f6,non,2,1.00
pisc_f23c64f7f753,non,2,1.00
pisc_f253229505e5,non,2,1.00
pisc_f2678e0e58db,non,2,1.00
pisc_f271896c441a,oui,2,1.00
pisc_f28a73144af4,non,2,1.00
pisc_f31e7270b926,oui,2,1.00
pisc_f357c4230a25,non,2,1.00
pisc_f3b3d3df9051,oui,2,1.00
pisc_f3c0969af1b9,non,2,1.00
pisc_f3e4dd89dc55,non,2,1.00
pisc_f42ae7092e24,non,2,1.00
pisc_f4aeb2683f55,oui,2,1.00
pisc_f5331bfaaa05,oui,2,1.00
pisc_f5419ece30a6,non,2,1.00
pisc_f5b25b4bebb2,oui,2,1.00
pisc_f5b38d750748,non,2,1.00
pisc_f5df5887bb6d,non,2,1.00
pisc_f61f030b3a20,non,2,1.00
pisc_f71c2a0962c2,non,2,1.00
pisc_f7bc91db7aca,non,2,1.00
pisc_f80c2bf4ec7c,non,2,1.00
pisc_f82a66426d3a,non,2,1.00
pisc_f85014bdf6fa,non,2,1.00
pisc_f85a9c7ea585,non,2,1.00
pisc_f8830a133a03,non,2,1.00
pisc_f94352b7d494,non,2,1.00
pisc_f98980815cb4,non,2,1.00
pisc_f98bf74ed352,non,2,1.00
pisc_fa51a4ee2b0a,non,2,1.00
pisc_fa7b575b328f,non,2,1.00
pisc_fa84ceba60c6,oui,2,1.00
pisc_fabfc0e40831,oui,2,1.00
pisc_faeb3253778f,non,2,1.00
pisc_fb1515e3d3f6,non,2,1.00
pisc_fbedb89d00ba,oui,2,1.00
pisc_fc4c90fa4408,non,2,1.00
pisc_fc76ff8db475,non,2,1.00
pisc_fd39afebf835,oui,2,1.00
pisc_fd6db666a5f1,non,2,1.00
pisc_fde93ceee70c,non,2,1.00
pisc_fe76c5441ce0,non,2,1.00
pisc_fe7d474de75e,non,2,1.00
pisc_fec7ef822bf8,non,2,1.00
pisc_ff185fa6afb9,oui,2,1.00
pisc_ff2a8edff16b,non,2,1.00
pisc_ff76616961c7,oui,2,1.00
